results_dir,splits,valid,note,model,task,seed,split,max_length,truncation,loss,source_file,weighted_f1,macro_f1,macro_f1_10,micro_f1,positive_class_f1,no_distortion_f1
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,microsoft/deberta-v3-base,multiclass,1337.0,test,512,head,,eval_deberta-v3-base_multiclass_1337.json,0.34350293431784445,0.2169018546406228,0.1776164303485875,0.3359683794466403,,0.6097560975609756
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,microsoft/deberta-v3-base,multiclass,2024.0,test,512,head,,eval_deberta-v3-base_multiclass_2024.json,0.3212256902923755,0.20406229819185462,0.16675040720567094,0.2964426877470356,,0.5771812080536913
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,microsoft/deberta-v3-base,multiclass,42.0,val,512,head,,eval_deberta-v3-base_multiclass_42.json,0.41275137253970734,0.29192765643430274,0.2559518827518903,0.4150197628458498,,0.651685393258427
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,microsoft/deberta-v3-base,multiclass,1337.0,val,512,head,,eval_deberta-v3-base_multiclass_1337.json,0.39179424427806275,0.2555503630404441,0.21265620148352596,0.39920948616600793,,0.6844919786096256
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,microsoft/deberta-v3-base,multiclass,2024.0,val,512,head,,eval_deberta-v3-base_multiclass_2024.json,0.36545981710385345,0.24496013050698065,0.20598308966546316,0.35177865612648224,,0.6347305389221557
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,mental/mental-roberta-base,multilabel,42.0,test,512,head,,eval_mental-roberta-base_multilabel_42.json,0.2958170492261527,0.2850185864963071,,0.29025844930417494,,
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,mental/mental-roberta-base,multilabel,1337.0,test,512,head,,eval_mental-roberta-base_multilabel_1337.json,0.2776436332744139,0.2757008582595329,,0.2824427480916031,,
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,mental/mental-roberta-base,multilabel,2024.0,test,512,head,,eval_mental-roberta-base_multilabel_2024.json,0.29105379013994775,0.27556320754408714,,0.28870292887029286,,
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,mental/mental-roberta-base,multilabel,42.0,val,512,head,,eval_mental-roberta-base_multilabel_42.json,0.35491119991514464,0.33632133125291713,,0.3452631578947368,,
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,mental/mental-roberta-base,multilabel,1337.0,val,512,head,,eval_mental-roberta-base_multilabel_1337.json,0.3307811224188573,0.31620804585402784,,0.32786885245901637,,
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,mental/mental-roberta-base,multilabel,2024.0,val,512,head,,eval_mental-roberta-base_multilabel_2024.json,0.35012112437946935,0.3312250159252855,,0.34324942791762014,,
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,microsoft/deberta-v3-base,multilabel,42.0,test,512,head,,eval_deberta-v3-base_multilabel_42.json,0.22001309959479595,0.20607224688949727,,0.21923937360178972,,
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,microsoft/deberta-v3-base,multilabel,1337.0,test,512,head,,eval_deberta-v3-base_multilabel_1337.json,0.19707656883544503,0.18189905547322424,,0.19047619047619047,,
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,microsoft/deberta-v3-base,multilabel,2024.0,test,512,head,,eval_deberta-v3-base_multilabel_2024.json,0.20947117833551285,0.19233971497946106,,0.21231422505307856,,
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,microsoft/deberta-v3-base,multilabel,42.0,val,512,head,,eval_deberta-v3-base_multilabel_42.json,0.3513694092434074,0.3365911165761128,,0.3462414578587699,,
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,microsoft/deberta-v3-base,multilabel,1337.0,val,512,head,,eval_deberta-v3-base_multilabel_1337.json,0.366175603200238,0.359054070854556,,0.3673469387755102,,
results_combined,data/splits_combined,False,LEAKED: 194/253 val + 189/253 test rows also in train,microsoft/deberta-v3-base,multilabel,2024.0,val,512,head,,eval_deberta-v3-base_multilabel_2024.json,0.31018353055280684,0.29744986660043005,,0.31346578366445915,,
